postcode,place,canton,streetName
6005,Luzern,LU,Reckenbühlstrasse
6005,Luzern,LU,Reckenbühlstrasse
6014,Luzern,LU,Renggstrasse
6014,Luzern,LU,Renggstrasse
6006,Luzern,LU,Residenz Sonnmatt
6014,Luzern,LU,Restaurant Bahnhof
6014,Luzern,LU,Restaurant Bahnhof
6014,Luzern,LU,Restaurant Gasshof
6014,Luzern,LU,Restaurant Gasshof
6014,Luzern,LU,Restaurant Hammer
6014,Luzern,LU,Restaurant Matt
6014,Luzern,LU,Restaurant Michaelshof
6014,Luzern,LU,Restaurant Michaelshof
6014,Luzern,LU,Restaurant Ochsen
6014,Luzern,LU,Restaurant Ochsen
6014,Luzern,LU,Restaurant Schmiedstube
6014,Luzern,LU,Restaurant Schmiedstube
6014,Luzern,LU,Restaurant Thorenberg
6014,Luzern,LU,Restaurant Thorenberg
6003,Luzern,LU,Reussinsel
6003,Luzern,LU,Reussinsel
6004,Luzern,LU,Reussmatt
6004,Luzern,LU,Reussmatt
6004,Luzern,LU,Reussport
6004,Luzern,LU,Reussport
6004,Luzern,LU,Reussportweg
6004,Luzern,LU,Reussportweg
6003,Luzern,LU,Reusssteg
6003,Luzern,LU,Reusssteg
6015,Luzern,LU,Reusszopfweg
6005,Luzern,LU,Rhynauerstrasse
6005,Luzern,LU,Rhynauerstrasse
6005,Luzern,LU,Richard-Wagner-Weg
6005,Luzern,LU,Richard-Wagner-Weg
6004,Luzern,LU,Riedstrasse
6014,Luzern,LU,Riegelhüsli
6006,Luzern,LU,Rigistrasse
6006,Luzern,LU,Rigistrasse
6014,Luzern,LU,Ritterstrasse
6014,Luzern,LU,Ritterstrasse
6005,Luzern,LU,Robert-Zünd-Strasse
6005,Luzern,LU,Robert-Zünd-Strasse
6005,Luzern,LU,Rodteggstrasse
6005,Luzern,LU,Rodteggstrasse
6004,Luzern,LU,Rosenberghalde
6004,Luzern,LU,Rosenberghalde
6004,Luzern,LU,Rosenberghöhe
6004,Luzern,LU,Rosenberghöhe
6004,Luzern,LU,Rosenbergstrasse
6004,Luzern,LU,Rosenbergstrasse
6004,Luzern,LU,Rosenbergweg
6014,Luzern,LU,Rosenboden
6005,Luzern,LU,Roseneggweg
6005,Luzern,LU,Roseneggweg
6006,Luzern,LU,Rosengartenhalde
6006,Luzern,LU,Rosengartenhalde
6003,Luzern,LU,Rosengässli
6003,Luzern,LU,Rosengässli
6005,Luzern,LU,Rosenhalde
6015,Luzern,LU,Rothenbad
6015,Luzern,LU,Rothenbad
6015,Luzern,LU,Rothenbadstrasse
6015,Luzern,LU,Rothenbadstrasse
6015,Luzern,LU,Rothenhalde
6015,Luzern,LU,Rothenhalde
6015,Luzern,LU,Rothenhof
6015,Luzern,LU,Rothenhof
6015,Luzern,LU,Rothenpark
6015,Luzern,LU,Rothenpark
6015,Luzern,LU,Rothenring
6015,Luzern,LU,Rothenring
6015,Luzern,LU,Rothenstrasse
6015,Luzern,LU,Rothenweg
6015,Luzern,LU,Rothenweg
6006,Luzern,LU,Rotseehöhe
6006,Luzern,LU,Rotseehöhe
6006,Luzern,LU,Rotseestrasse
6006,Luzern,LU,Rotseestrasse
6006,Luzern,LU,Ruflisbergstrasse
6006,Luzern,LU,Ruflisbergstrasse
6015,Luzern,LU,Ruopige-Märt
6015,Luzern,LU,Ruopige-Märt
6015,Luzern,LU,Ruopigenhöhe
6015,Luzern,LU,Ruopigenhöhe
6015,Luzern,LU,Ruopigenmoos
6015,Luzern,LU,Ruopigenplatz
6015,Luzern,LU,Ruopigenplatz
6015,Luzern,LU,Ruopigenring
6015,Luzern,LU,Ruopigenring
6015,Luzern,LU,Ruopigenstrasse
6015,Luzern,LU,Ruopigenstrasse
6015,Luzern,LU,Ruopigenzentrum
6015,Luzern,LU,Ruopigenzentrum
6014,Luzern,LU,Rönnemoosrain
6014,Luzern,LU,Rönnemoosrain
6004,Luzern,LU,Rössligasse
6004,Luzern,LU,Rössligasse
6005,Luzern,LU,Rösslimatt
6005,Luzern,LU,Rösslimatt
6005,Luzern,LU,Rösslimatte
6005,Luzern,LU,Rösslimatte
6005,Luzern,LU,Rösslimattstrasse
6005,Luzern,LU,Rösslimattstrasse
6005,Luzern,LU,Rösslimattweg
6014,Luzern,LU,Röthelbach
6014,Luzern,LU,Röthelbach
6014,Luzern,LU,Rüteli
6014,Luzern,LU,Rüti
6014,Luzern,LU,Rüti
6014,Luzern,LU,Rütihof
6003,Luzern,LU,Rütligasse
6003,Luzern,LU,Rütligasse
6003,Luzern,LU,SBB Depot Neustadt
6004,Luzern,LU,ST. KARLI STRASSE
6004,Luzern,LU,ST. KARLI STRASSE
6003,Luzern,LU,Sagenmattrain
6003,Luzern,LU,Sagenmattstrasse
6003,Luzern,LU,Sagenmattstrasse
6006,Luzern,LU,Salzfass-Treppe
6006,Luzern,LU,Salzfasshöhe
6006,Luzern,LU,Salzfasshöhe
6006,Luzern,LU,Salzfassrain
6006,Luzern,LU,Salzfassrain
6006,Luzern,LU,Salzfassstrasse
6006,Luzern,LU,Salzfassstrasse
6015,Luzern,LU,Sandeggstrasse
6015,Luzern,LU,Sandeggstrasse
6014,Luzern,LU,Schachenhof
6014,Luzern,LU,Schachenhof
6006,Luzern,LU,Schachenstrasse
6006,Luzern,LU,Schibiweg
6006,Luzern,LU,Schibiweg
6004,Luzern,LU,Schirmerstrasse
6004,Luzern,LU,Schirmertorweg
6004,Luzern,LU,Schlossergasse
6005,Luzern,LU,Schlossstrasse
6005,Luzern,LU,Schlossstrasse
6005,Luzern,LU,Schlossweg
6005,Luzern,LU,Schlossweg
6003,Luzern,LU,Schlössli Schönegg
6006,Luzern,LU,Schlösslihalde
6006,Luzern,LU,Schlösslihalde
6006,Luzern,LU,Schlösslirain
6006,Luzern,LU,Schlösslirain
6014,Luzern,LU,Schrotmättli
6014,Luzern,LU,Schrotmättli
6004,Luzern,LU,Schubertstrasse
6004,Luzern,LU,Schubertstrasse
6014,Luzern,LU,Schulhaus Berg
6014,Luzern,LU,Schulhaus Dorf
6014,Luzern,LU,Schulhaus Dorf
6015,Luzern,LU,Schulhaus Fluhmühle
6015,Luzern,LU,Schulhaus Fluhmühle
6014,Luzern,LU,Schulhaus Matt
6014,Luzern,LU,Schulhaus Matt
6015,Luzern,LU,Schulhaus Ruopigen
6015,Luzern,LU,Schulhaus Ruopigen
6014,Luzern,LU,Schulhaus Rönnemoos
6014,Luzern,LU,Schulhaus Rönnemoos
6015,Luzern,LU,Schulhaus Staffeln
6015,Luzern,LU,Schulhaus Staffeln
6004,Luzern,LU,Schwanenplatz
6004,Luzern,LU,Schwanenplatz
6006,Luzern,LU,Schweizerhausstrasse
6006,Luzern,LU,Schweizerhausstrasse
6004,Luzern,LU,Schweizerhofquai
6004,Luzern,LU,Schweizerhofquai
6014,Luzern,LU,Schwimmbadstrasse
6006,Luzern,LU,Schädrütihalde
6006,Luzern,LU,Schädrütihalde
6006,Luzern,LU,Schädrütirain
6006,Luzern,LU,Schädrütirain
6006,Luzern,LU,Schädrütistrasse
6006,Luzern,LU,Schädrütistrasse
6005,Luzern,LU,Schäferweg
6005,Luzern,LU,Schäferweg
6005,Luzern,LU,Schönbühl
6005,Luzern,LU,Schönbühlring
6005,Luzern,LU,Schönbühlring
6005,Luzern,LU,Schönbühlstrand
6005,Luzern,LU,Schönbühlstrand
6014,Luzern,LU,Schönegg
6014,Luzern,LU,Schönegg
6003,Luzern,LU,Schützenstrasse
6003,Luzern,LU,Schützenstrasse
6004,Luzern,LU,Sedelstrasse
6004,Luzern,LU,Sedelstrasse
6006,Luzern,LU,Seebad Nationalquai
6006,Luzern,LU,Seeburgstrasse
6006,Luzern,LU,Seeburgstrasse
6006,Luzern,LU,Seefeldrain
6006,Luzern,LU,Seefeldstrasse
6006,Luzern,LU,Seefeldstrasse
6004,Luzern,LU,Seehofstrasse
6004,Luzern,LU,Seehüsliweg
6003,Luzern,LU,Seidenhofstrasse
6003,Luzern,LU,Seidenhofstrasse
6003,Luzern,LU,Sempacherstrasse
6003,Luzern,LU,Sempacherstrasse
6003,Luzern,LU,Sentimatt
6003,Luzern,LU,Sentimattstrasse
6003,Luzern,LU,Sentimattstrasse
6014,Luzern,LU,Sidlern
6014,Luzern,LU,Sidlern
6006,Luzern,LU,Sonnbühlstrasse
6006,Luzern,LU,Sonnbühlstrasse
6003,Luzern,LU,Sonnenberg
6005,Luzern,LU,Sonnenbergstrasse
6005,Luzern,LU,Sonnenbergstrasse
6004,Luzern,LU,Sonnenhof
6006,Luzern,LU,Sonnenrain
6006,Luzern,LU,Sonnenrain
6014,Luzern,LU,Sonnenstrasse
6014,Luzern,LU,Sonnenstrasse
6003,Luzern,LU,Sonnhalde
6003,Luzern,LU,Sonnhalde
6014,Luzern,LU,Sozialamt
6014,Luzern,LU,Sozialamt
6014,Luzern,LU,Spahau
6014,Luzern,LU,Spahau
6014,Luzern,LU,Spahaurain
6003,Luzern,LU,Spannortstrasse
6003,Luzern,LU,Spannortstrasse
6005,Luzern,LU,Spelteriniweg
6004,Luzern,LU,Spitalstrasse
6004,Luzern,LU,Spitalstrasse
6004,Luzern,LU,Spitalweg
6014,Luzern,LU,Spitzfluh
6014,Luzern,LU,Spitzfluhhof
6014,Luzern,LU,Spitzhof
6014,Luzern,LU,Spitzhof
6014,Luzern,LU,Spitzmatt
6003,Luzern,LU,Sportanlagen Bruch
6003,Luzern,LU,Sportanlagen Bruch
6006,Luzern,LU,St.-Anna-Strasse
6006,Luzern,LU,St.-Anna-Strasse
6004,Luzern,LU,St.-Karli-Quai
6004,Luzern,LU,St.-Karli-Quai
6004,Luzern,LU,St.-Karli-Strasse
6004,Luzern,LU,St.-Karli-Strasse
6006,Luzern,LU,St.-Leodegar-Strasse
6006,Luzern,LU,St.-Leodegar-Strasse
6003,Luzern,LU,Stadthausstrasse
6003,Luzern,LU,Stadthausstrasse
6006,Luzern,LU,Stadthofstrasse
6004,Luzern,LU,Stadthofstrasse
6004,Luzern,LU,Stadthofstrasse
6006,Luzern,LU,Stadthofstrasse
6015,Luzern,LU,Staffelnhofstrasse
6015,Luzern,LU,Staffelnhofstrasse
6015,Luzern,LU,Staffelnrain
6015,Luzern,LU,Staffelnrain
6015,Luzern,LU,Staffelnweg
6014,Luzern,LU,Staldenhof
6014,Luzern,LU,Staldenhof
6014,Luzern,LU,Staldenhof Alt
6014,Luzern,LU,Staldenhof Neu
6014,Luzern,LU,Staldenhofstrasse
6014,Luzern,LU,Staldenhofstrasse
6015,Luzern,LU,Staldenhöhe
6015,Luzern,LU,Staldenhöhe
6015,Luzern,LU,Staldenring
6015,Luzern,LU,Staldenring
6014,Luzern,LU,Station SBB
6014,Luzern,LU,Station SBB
6006,Luzern,LU,Stauffacherweg
6006,Luzern,LU,Stauffacherweg
6005,Luzern,LU,Steghofweg
6005,Luzern,LU,Steghofweg
6006,Luzern,LU,Steigerweg
6006,Luzern,LU,Steigerweg
6004,Luzern,LU,Steinenstrasse
6004,Luzern,LU,Steinenstrasse
6005,Luzern,LU,Steinhofhalde
6005,Luzern,LU,Steinhofhalde
6005,Luzern,LU,Steinhofrain
6005,Luzern,LU,Steinhofrain
6005,Luzern,LU,Steinhofstrasse
6005,Luzern,LU,Steinhofstrasse
6003,Luzern,LU,Steinhofstrasse
6003,Luzern,LU,Steinhofstrasse
6005,Luzern,LU,Steinhofweg
6005,Luzern,LU,Sternau
6005,Luzern,LU,Sternegg
6005,Luzern,LU,Sternegg
6004,Luzern,LU,Sternenplatz
6004,Luzern,LU,Sternenplatz
6005,Luzern,LU,Sternhalde
6005,Luzern,LU,Sternhalde
6005,Luzern,LU,Sternmattstrasse
6005,Luzern,LU,Sternmattstrasse
6006,Luzern,LU,Stiftstrasse
6006,Luzern,LU,Stiftstrasse
6003,Luzern,LU,Stollberghalde
6003,Luzern,LU,Stollberghalde
6003,Luzern,LU,Stollbergrain
6003,Luzern,LU,Stollbergrain
6003,Luzern,LU,Stollbergstrasse
6003,Luzern,LU,Stollbergstrasse
6006,Luzern,LU,Strandbad Lido
6006,Luzern,LU,Strandbad Lido
6005,Luzern,LU,Strandbad Tribschen
6005,Luzern,LU,Studhaldenhöhe
6005,Luzern,LU,Studhaldenstrasse
6005,Luzern,LU,Studhaldenstrasse
6005,Luzern,LU,Sälihalde
6005,Luzern,LU,Sälihalde
6005,Luzern,LU,Sälihügel
6005,Luzern,LU,Sälihügel
6005,Luzern,LU,Sälistrasse
6005,Luzern,LU,Sälistrasse
6014,Luzern,LU,Säntihof
6014,Luzern,LU,Säntihof
6004,Luzern,LU,Süesswinkel
6004,Luzern,LU,Süesswinkel
6005,Luzern,LU,Taubenhausstrasse
6005,Luzern,LU,Taubenhausstrasse
6006,Luzern,LU,Tennisclub Lido
6006,Luzern,LU,Tennisclub Lido
6003,Luzern,LU,Theaterstrasse
6003,Luzern,LU,Theaterstrasse
6004,Luzern,LU,Theilinggasse
6014,Luzern,LU,Thorenbergbrücke
6014,Luzern,LU,Thorenbergmatte
6014,Luzern,LU,Thorenbergmatte
6014,Luzern,LU,Thorenbergstrasse
6014,Luzern,LU,Thorenbergstrasse
6006,Luzern,LU,Titlisstrasse
6006,Luzern,LU,Titlisstrasse
6006,Luzern,LU,Tivolistrasse
6006,Luzern,LU,Tivolistrasse
6005,Luzern,LU,Tribschengasse
6005,Luzern,LU,Tribschenstrasse
6005,Luzern,LU,Tribschenstrasse
6004,Luzern,LU,Trüllhofhalde
6004,Luzern,LU,Trüllhofstrasse
6004,Luzern,LU,Trüllhofstrasse
6014,Luzern,LU,Tschuopis
6005,Luzern,LU,Tulpenweg
6005,Luzern,LU,Tulpenweg
6015,Luzern,LU,Täschmatte
6015,Luzern,LU,Täschmatte
6015,Luzern,LU,Täschmattstrasse
6015,Luzern,LU,Täschmattstrasse
6003,Luzern,LU,Tödistrasse
6003,Luzern,LU,Tödistrasse
6004,Luzern,LU,Töpferstrasse
6004,Luzern,LU,Töpferstrasse
6014,Luzern,LU,Uchtern
6014,Luzern,LU,Udelbodenrain
6014,Luzern,LU,Udelbodenrain
6014,Luzern,LU,Udelbodenstrasse
6014,Luzern,LU,Udelbodenstrasse
6014,Luzern,LU,Uferweg
6014,Luzern,LU,Uferweg
6003,Luzern,LU,Ulmenstrasse
6003,Luzern,LU,Ulmenstrasse
6004,Luzern,LU,Unter der Egg
6004,Luzern,LU,Unter der Egg
6005,Luzern,LU,Unter-Geissenstein
6014,Luzern,LU,Unterbodenhof
6005,Luzern,LU,Untere Dattenbergstrasse
6005,Luzern,LU,Untere Dattenbergstrasse
6014,Luzern,LU,Untergadenmatt
6003,Luzern,LU,Untergütschstrasse
6003,Luzern,LU,Untergütschstrasse
6014,Luzern,LU,Unterhof
6005,Luzern,LU,Unterlachenstrasse
6005,Luzern,LU,Unterlachenstrasse
6006,Luzern,LU,Unterlöchlistrasse
6006,Luzern,LU,Unterlöchlistrasse
6014,Luzern,LU,Unterrengg
6014,Luzern,LU,Unterröthelbach
6014,Luzern,LU,Unterwilrain
6004,Luzern,LU,Urnerhofweg
6006,Luzern,LU,Utenberg
6006,Luzern,LU,Utenberg
6006,Luzern,LU,Utenbergstrasse
6003,Luzern,LU,Villa Gibraltar
6006,Luzern,LU,Villa Marquise
6006,Luzern,LU,Villa Warthenfluh
6005,Luzern,LU,Villenstrasse
6005,Luzern,LU,Villenstrasse
6014,Luzern,LU,Vogelmoos
6014,Luzern,LU,Vogelsang
6005,Luzern,LU,Voltastrasse
6005,Luzern,LU,Voltastrasse
6003,Luzern,LU,Vonmattstrasse
6003,Luzern,LU,Vonmattstrasse
6005,Luzern,LU,Vorderrainstrasse
6015,Luzern,LU,Vorderruopigen
6004,Luzern,LU,Wagenbachgasse
6014,Luzern,LU,Waldschwimmbad Zimmeregg
6015,Luzern,LU,Waldstrasse
6015,Luzern,LU,Waldstrasse
6003,Luzern,LU,Waldstätterstrasse
6003,Luzern,LU,Waldstätterstrasse
6005,Luzern,LU,Waldweg
6005,Luzern,LU,Waldweg
6005,Luzern,LU,Warteggstrasse
6005,Luzern,LU,Warteggstrasse
6006,Luzern,LU,Wartenfluh
6004,Luzern,LU,Weggisgasse
6004,Luzern,LU,Weggisgasse
6004,Luzern,LU,Weggismattrain
6004,Luzern,LU,Weggismattstrasse
6004,Luzern,LU,Weggismattstrasse
6005,Luzern,LU,Weinberglistrasse
6005,Luzern,LU,Weinberglistrasse
6004,Luzern,LU,Weinmarkt
6004,Luzern,LU,Weinmarkt
6004,Luzern,LU,Werchlaubengässli
6004,Luzern,LU,Werchlaubengässli
6005,Luzern,LU,Werftestrasse
6005,Luzern,LU,Werftestrasse
6005,Luzern,LU,Werkhofstrasse
6005,Luzern,LU,Werkhofstrasse
6006,Luzern,LU,Wesemlin-Terrasse
6006,Luzern,LU,Wesemlin-Terrasse
6006,Luzern,LU,Wesemlinhöheweg
6006,Luzern,LU,Wesemlinhöheweg
6006,Luzern,LU,Wesemlinrain
6006,Luzern,LU,Wesemlinrain
6006,Luzern,LU,Wesemlinring
6006,Luzern,LU,Wesemlinring
6006,Luzern,LU,Wesemlinstrasse
6006,Luzern,LU,Wesemlinstrasse
6006,Luzern,LU,Weystrasse
6006,Luzern,LU,Weystrasse
6003,Luzern,LU,Wilhelmshöhe
6003,Luzern,LU,Winkelriedstrasse
6003,Luzern,LU,Winkelriedstrasse
6014,Luzern,LU,Winterbühl
6014,Luzern,LU,Winterbühl
6014,Luzern,LU,Winzigen
6014,Luzern,LU,Winzigen
6006,Luzern,LU,Würzenbachhalde
6006,Luzern,LU,Würzenbachhalde
6006,Luzern,LU,Würzenbachmatte
6006,Luzern,LU,Würzenbachmatte
6006,Luzern,LU,Würzenbachstrasse
6006,Luzern,LU,Würzenbachstrasse
6006,Luzern,LU,Yachtclub
6006,Luzern,LU,Yachtclub
6003,Luzern,LU,Zentralstrasse
6003,Luzern,LU,Zentralstrasse
6005,Luzern,LU,Zihlmattweg
6005,Luzern,LU,Zihlmattweg
6014,Luzern,LU,Zimmeregg
6014,Luzern,LU,Zimmeregg
6006,Luzern,LU,Zinggentorstrasse
6006,Luzern,LU,Zinggentorstrasse
6015,Luzern,LU,Zollhausstrasse
6015,Luzern,LU,Zollhausstrasse
6005,Luzern,LU,Zumbachweg
6005,Luzern,LU,Zumbachweg
6006,Luzern,LU,Zwyssigstrasse
6006,Luzern,LU,Zwyssigstrasse
6004,Luzern,LU,Zyböriweg
6004,Luzern,LU,Zyböriweg
6003,Luzern,LU,Zähringerstrasse
6003,Luzern,LU,Zähringerstrasse
6004,Luzern,LU,Zürichstrasse
6004,Luzern,LU,Zürichstrasse
6006,Luzern,LU,Ärztehaus Lützelmatt
6006,Luzern,LU,Ärztehaus Lützelmatt
